id,Weight_PID,xspanish,complete_status,ppage,ppeduc5,ppeducat,ppgender,ppethm,pphhsize,ppinc7,ppmarit5,ppmsacat,ppreg4,pprent,ppstaten,PPWORKA,ppemploy,xparent,Q1_1,Q1_2,Q2,Q3_1,Q3_2,Q3_3,Q3_4,Q3_5,Q3_6,Q3_7,Q3_8,Q3_9,Q3_10,Q3_11,Q4_1,Q4_2,Q4_3,Q4_4,Q4_5,Q4_6,Q4_7,Q4_8,Q4_9,Q4_10,Q4_11,Q5,Q6,Q260,Q26a,QPID,ABCAGE,Contact
258570042,1.0065,English,qualified,76,Some college or Associate degree,Some college,Female,"White, Non-Hispanic",1,"$25,000 to $49,999",Widowed,Metro,MidWest,Owned or being bought by you or someone in your household,South Dakota,Retired,Not working,not parents of children 0-17 YO,Unfavorable,Unfavorable,Skipped,Very important,Very important,Not so important,Very important,Somewhat important,Not so important,Very important,Not so important,Somewhat important,Very important,Somewhat important,Neither,Both,Neither,Both,Neither,Neither,Neither,Neither,Both,Both,Both,Less likely to vote for the Republican candidate in that election,Would make no difference in your vote,Mormon,Skipped,A Republican,65+,"No, I am not willing to be interviewed"
258570043,.7628,English,qualified,55,Bachelor’s degree,Bachelors degree or higher,Male,"White, Non-Hispanic",2,"$150,000 or more",Now Married,Metro,West,Owned or being bought by you or someone in your household,California,Employed full-time (by someone else),Working full-time,not parents of children 0-17 YO,Unfavorable,Favorable,Wrong direction,Very important,Very important,Very important,Very important,Somewhat important,Very important,Somewhat important,Very important,Very important,Very important,Very important,Democrats,Neither,Democrats,Neither,Neither,Democrats,Democrats,Democrats,Democrats,Neither,Democrats,Would make no difference in your vote,More likely to vote for the Democratic candidate in that election,Other Christian religion,Yes,A Democrat,50-64,"No, I am not willing to be interviewed"
258570044,1.0741,English,qualified,74,High school graduate (high school diploma or the equivalent GED),High school,Female,"White, Non-Hispanic",2,"$50,000 to $74,999",Now Married,Metro,MidWest,Owned or being bought by you or someone in your household,Ohio,Retired,Not working,not parents of children 0-17 YO,Unfavorable,Favorable,Wrong direction,Very important,Very important,Very important,Very important,Somewhat important,Very important,Very important,Very important,Very important,Very important,Very important,Neither,Neither,Democrats,Neither,Republicans,Democrats,Democrats,Democrats,Democrats,Democrats,Democrats,Would make no difference in your vote,More likely to vote for the Democratic candidate in that election,"Evangelical or Protestant Christian (Baptist, Lutheran, Methodist, Presbyterian, Episcopalian, Pentecostal, Church of Ch",No,An Independent,65+,"No, I am not willing to be interviewed"
258570045,.6181,English,qualified,29,Bachelor’s degree,Bachelors degree or higher,Male,"Black, Non-Hispanic",4,"$100,000 to $149,999",Never married,Metro,South,Rented for cash,Georgia,Full Time Student,Not working,not parents of children 0-17 YO,Unfavorable,Favorable,Wrong direction,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Democrats,Democrats,Democrats,Democrats,Democrats,Democrats,Democrats,Democrats,Democrats,Democrats,Democrats,Would not vote,More likely to vote for the Democratic candidate in that election,"Evangelical or Protestant Christian (Baptist, Lutheran, Methodist, Presbyterian, Episcopalian, Pentecostal, Church of Ch",Yes,A Democrat,18-29,"No, I am not willing to be interviewed"
258570046,1.0829,English,qualified,76,High school graduate (high school diploma or the equivalent GED),High school,Male,"White, Non-Hispanic",2,"$50,000 to $74,999",Now Married,Metro,South,Owned or being bought by you or someone in your household,Texas,Retired,Not working,not parents of children 0-17 YO,Favorable,Unfavorable,Wrong direction,Very important,Very important,Not important at all,Very important,Very important,Not important at all,Very important,Very important,Not important at all,Very important,Very important,Republicans,Republicans,Republicans,Republicans,Republicans,Republicans,Republicans,Republicans,Republicans,Republicans,Republicans,Less likely to vote for the Republican candidate in that election,Would make no difference in your vote,Other non-Christian religion, ,An Independent,65+,"Yes, I am willing to be interviewed"
258570047,.6342,English,qualified,73,Some college or Associate degree,Some college,Female,"Black, Non-Hispanic",1,"$75,000 to $99,999",Widowed,Metro,West,Rented for cash,California,Retired,Working part-time,not parents of children 0-17 YO,Unfavorable,Favorable,Wrong direction,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Democrats,Democrats,Democrats,Democrats,Both,Democrats,Democrats,Democrats,Democrats,Democrats,Democrats,Would make no difference in your vote,More likely to vote for the Democratic candidate in that election,Other Christian religion,Yes,A Democrat,65+,"Yes, I am willing to be interviewed"
258570048,1.2513,English,qualified,55,Some college or Associate degree,Some college,Female,"White, Non-Hispanic",1,"$150,000 or more",Now Married,Non-Metro,South,Owned or being bought by you or someone in your household,Virginia,Homemaker,Not working,missing data,Unfavorable,Unfavorable,Wrong direction,Very important,Somewhat important,Somewhat important,Very important,Somewhat important,Somewhat important,Not important at all,Somewhat important,Somewhat important,Somewhat important,Very important,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Neither,More likely to vote for the Republican candidate in that election,More likely to vote for the Democratic candidate in that election,Catholic,No,An Independent,50-64,"No, I am not willing to be interviewed"
258570049,1.0895,English,qualified,60,High school graduate (high school diploma or the equivalent GED),High school,Female,Hispanic,1,"$50,000 to $74,999",Divorced,Metro,West,Rented for cash,California,Employed full-time (by someone else),Working full-time,not parents of children 0-17 YO,Favorable,Unfavorable,Wrong direction,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Republicans,Republicans,Republicans,Republicans,Republicans,Republicans,Neither,Republicans,Republicans,Republicans,Republicans,More likely to vote for the Republican candidate in that election,Less likely to vote for the Democratic candidate in that election,Other Christian religion,Yes,A Republican,50-64,"No, I am not willing to be interviewed"
258570050,1.1119,English,qualified,61,Some college or Associate degree,Some college,Female,"2+ Races, Non-Hispanic",1,"$25,000 to $49,999",Never married,Metro,South,Owned or being bought by you or someone in your household,Florida,Employed full-time (by someone else),Working full-time,not parents of children 0-17 YO,Favorable,Unfavorable,Wrong direction,Very important,Very important,Somewhat important,Very important,Somewhat important,Somewhat important,Not so important,Not so important,Not so important,Very important,Somewhat important,Republicans,Republicans,Neither,Republicans,Neither,Republicans,Neither,Neither,Neither,Republicans,Republicans,Would make no difference in your vote,Would make no difference in your vote,"Evangelical or Protestant Christian (Baptist, Lutheran, Methodist, Presbyterian, Episcopalian, Pentecostal, Church of Ch",Yes,An Independent,50-64,"Yes, I am willing to be interviewed"
258570051,1.0638,English,qualified,46,Some college or Associate degree,Some college,Female,"White, Non-Hispanic",3,"$100,000 to $149,999",Now Married,Metro,NorthEast,Owned or being bought by you or someone in your household,Maine,Homemaker,Not working,not parents of children 0-17 YO,Unfavorable,No opinion,Wrong direction,Very important,Very important,Somewhat important,Somewhat important,Somewhat important,Very important,Somewhat important,Not so important,Not so important,Very important,Very important,Neither,Neither,Democrats,Neither,Neither,Neither,Democrats,Neither,Neither,Neither,Neither,Would make no difference in your vote,Would make no difference in your vote,No religion, ,An Independent,30-49,"No, I am not willing to be interviewed"
258570052,.6196,English,qualified,62,Bachelor’s degree,Bachelors degree or higher,Male,"White, Non-Hispanic",2,"$100,000 to $149,999",Now Married,Metro,MidWest,Owned or being bought by you or someone in your household,Wisconsin,Employed full-time (by someone else),Working full-time,not parents of children 0-17 YO,Unfavorable,Unfavorable,Wrong direction,Very important,Somewhat important,Very important,Very important,Somewhat important,Not so important,Very important,Somewhat important,Somewhat important,Skipped,Very important,Neither,Republicans,Both,Neither,Republicans,Republicans,Neither,Both,Both,Both,Both,More likely to vote for the Republican candidate in that election,More likely to vote for the Democratic candidate in that election,"Evangelical or Protestant Christian (Baptist, Lutheran, Methodist, Presbyterian, Episcopalian, Pentecostal, Church of Ch",Yes,An Independent,50-64,"No, I am not willing to be interviewed"
258570053,.6951,English,qualified,71,Master’s degree or above,Bachelors degree or higher,Female,"White, Non-Hispanic",3,"$100,000 to $149,999",Now Married,Metro,West,Owned or being bought by you or someone in your household,California,Retired,Not working,not parents of children 0-17 YO,Favorable,Unfavorable,Wrong direction,Very important,Very important,Not important at all,Very important,Very important,Very important,Not important at all,Very important,Somewhat important,Very important,Very important,Republicans,Republicans,Neither,Republicans,Republicans,Republicans,Republicans,Republicans,Republicans,Republicans,Republicans,More likely to vote for the Republican candidate in that election,Less likely to vote for the Democratic candidate in that election,No religion, ,A Republican,65+,"No, I am not willing to be interviewed"
258570054,.7125,English,qualified,76,Bachelor’s degree,Bachelors degree or higher,Female,"White, Non-Hispanic",2,"$75,000 to $99,999",Divorced,Metro,South,Owned or being bought by you or someone in your household,Florida,Retired,Not working,not parents of children 0-17 YO,Favorable,Unfavorable,Wrong direction,Very important,Somewhat important,Somewhat important,Very important,Very important,Very important,Not so important,Somewhat important,Somewhat important,Somewhat important,Very important,Republicans,Republicans,Neither,Republicans,Republicans,Neither,Neither,Republicans,Republicans,Republicans,Republicans,Would make no difference in your vote,More likely to vote for the Democratic candidate in that election,"Evangelical or Protestant Christian (Baptist, Lutheran, Methodist, Presbyterian, Episcopalian, Pentecostal, Church of Ch",Yes,A Republican,65+,"No, I am not willing to be interviewed"
258570055,1.1035,English,qualified,58,Some college or Associate degree,Some college,Female,"Other, Non-Hispanic",2,"$100,000 to $149,999",Now Married,Metro,NorthEast,Owned or being bought by you or someone in your household,Rhode Island,Employed part-time (by someone else),Working part-time,not parents of children 0-17 YO,Unfavorable,Favorable,Wrong direction,Very important,Very important,Very important,Very important,Very important,Very important,Somewhat important,Somewhat important,Somewhat important,Very important,Very important,Democrats,Both,Democrats,Both,Both,Democrats,Democrats,Democrats,Both,Both,Democrats,Less likely to vote for the Republican candidate in that election,More likely to vote for the Democratic candidate in that election,Catholic,No,An Independent,50-64,"No, I am not willing to be interviewed"
